epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.8690539002418518,0.04683313146233559,1904.0,4598390.0,0.023987744003534317,93430.0,113016.0,0.48533201217651367,0.5278502702713013,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8794761896133423,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.3430275022983551,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
1,0.8834187388420105,0.04879811033606529,8.0,4479858.0,0.02500930428504944,211962.0,114912.0,0.2735348343849182,0.7060892581939697,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8791384100914001,0.169449120759964,21.0,283000.0,0.09257353097200394,889048.0,28871.0,0.1852305680513382,0.7468433976173401,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
2,0.8829113841056824,0.17322392761707306,72.0,1096238.0,0.09483058750629425,3595582.0,114848.0,0.16520245373249054,0.755022406578064,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8788955211639404,0.16947099566459656,21.0,282956.0,0.09258659183979034,889092.0,28871.0,0.11554072797298431,0.7130230665206909,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
3,0.8828782439231873,0.1732134371995926,60.0,1096445.0,0.09482335299253464,3595375.0,114860.0,0.12365465611219406,0.8238675594329834,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8789018988609314,0.16942834854125977,17.0,283085.0,0.09255994111299515,888963.0,28875.0,0.08926478773355484,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
4,0.8829361796379089,0.17319926619529724,48.0,1096680.0,0.09481392800807953,3595140.0,114872.0,0.1093878373503685,0.7704558372497559,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8788740634918213,0.169438898563385,18.0,283053.0,0.09256652742624283,888995.0,28874.0,0.07792751491069794,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
5,0.8829102516174316,0.173198863863945,48.0,1096683.0,0.09481368958950043,3595137.0,114872.0,0.10390499979257584,0.781554639339447,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8788663744926453,0.16942398250102997,18.0,283083.0,0.0925576314330101,888965.0,28874.0,0.07315097749233246,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
6,0.8828935027122498,0.17321254312992096,54.0,1096515.0,0.09482235461473465,3595305.0,114866.0,0.10165522247552872,0.7667194604873657,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8789439797401428,0.16942568123340607,15.0,283112.0,0.09255775064229965,888936.0,28877.0,0.07048863917589188,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
7,0.8829206228256226,0.1731960028409958,48.0,1096705.0,0.09481196850538254,3595115.0,114872.0,0.10038314014673233,0.7843298316001892,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8788412809371948,0.16942210495471954,19.0,283076.0,0.09255679696798325,888972.0,28873.0,0.06901764869689941,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
8,0.8828453421592712,0.17320546507835388,60.0,1096506.0,0.09481857717037201,3595314.0,114860.0,0.09945735335350037,0.7843362092971802,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8788670897483826,0.16942547261714935,18.0,283080.0,0.09255851805210114,888968.0,28874.0,0.06828401237726212,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
9,0.8816239237785339,0.1733742505311966,265.0,1093055.0,0.09493587166070938,3598765.0,114655.0,0.09862439334392548,0.7845249176025391,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8787096738815308,0.16949985921382904,26.0,282844.0,0.09260530769824982,889204.0,28866.0,0.06743412464857101,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
