epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.8655434846878052,0.046769190579652786,1800.0,3431602.0,0.023956790566444397,88170.0,84228.0,2605.1123046875,0.5233878493309021,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8795998096466064,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,30.987661361694336,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
1,0.8846184611320496,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,16.733013153076172,0.5030937790870667,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8794866800308228,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,10.394092559814453,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
2,0.8846127986907959,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,8.868715286254883,0.5051513314247131,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.879486620426178,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,6.945890426635742,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
3,0.8845629692077637,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,6.221059799194336,0.540550708770752,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793817162513733,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,4.901954650878906,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
4,0.8844966292381287,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,4.559301376342773,0.5534390807151794,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793455362319946,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,3.6175239086151123,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
5,0.8844841122627258,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,3.46536922454834,0.5153768658638,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793454766273499,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,2.761335611343384,0.7487373352050781,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
6,0.8844829201698303,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,2.7117273807525635,0.5028870701789856,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793454766273499,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,2.1704325675964355,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
7,0.8844829797744751,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,2.1775527000427246,0.5208544731140137,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793454766273499,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,1.73690664768219,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
8,0.8844829797744751,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,1.7842239141464233,0.5420328378677368,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,1.4193934202194214,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
9,0.8844829797744751,0.04660455137491226,0.0,3519772.0,0.02385822869837284,0.0,86028.0,1.4856590032577515,0.5,0.9819099307060242,0.0,86.0,0.9644628167152405,0.0,2334.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,1.1864405870437622,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
