epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.8630391955375671,0.046597979962825775,2444.0,4600109.0,0.023867156356573105,91711.0,112476.0,1524.4189453125,0.48613566160202026,0.9842568635940552,435.0,90.0,0.9676375389099121,10.0,2691.0,0.8794865608215332,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,7.685323715209961,0.7453101873397827,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
1,0.8832443356513977,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,4.923935890197754,0.5142562389373779,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793462514877319,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,3.01534366607666,0.7443181872367859,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
2,0.8831993937492371,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,2.4808759689331055,0.5072648525238037,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,1.7419174909591675,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
3,0.8831993937492371,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,1.5485100746154785,0.4924648106098175,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,1.1361275911331177,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
4,0.8831993341445923,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,1.0692752599716187,0.5159276723861694,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454766273499,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.8019083738327026,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
5,0.8831993937492371,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,0.7915149331092834,0.5345393419265747,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.6074469685554504,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
6,0.8831993937492371,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,0.6202882528305054,0.5337203741073608,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.47488468885421753,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
7,0.8831993937492371,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,0.5033543705940247,0.5296481847763062,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793454170227051,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.3838004171848297,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
8,0.8831958770751953,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,0.42071041464805603,0.5,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8793449401855469,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.3180374503135681,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
9,0.8831508159637451,0.046699684113264084,0.0,4691820.0,0.023908095434308052,0.0,114920.0,0.3609011769294739,0.5,0.9842568635940552,0.0,100.0,0.9690018892288208,0.0,3126.0,0.8792553544044495,0.04698527231812477,0.0,1172048.0,0.024057822301983833,0.0,28892.0,0.27352502942085266,0.5,0.9912389516830444,0.0,14.0,0.9826302528381348,0.0,792.0
