epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.13894012570381165,0.022060560062527657,86028.0,8217.0,0.11454741656780243,3509002.0,1063.0,0.6673073768615723,0.528121292591095,0.9846799373626709,375.0,63.0,0.9690265655517578,10.0,1971.0,0.11102873831987381,0.0,27829.0,0.0,0.0,1174601.0,0.0,0.6253399848937988,0.5,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
1,0.6604562401771545,0.05063372477889061,25558.0,2281890.0,0.026257744058966637,1235329.0,61533.0,0.5253657698631287,0.5137366056442261,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8887235522270203,0.04524087533354759,0.0,1174601.0,0.023143967613577843,0.0,27829.0,0.40790507197380066,0.8518518209457397,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
2,0.8816074132919312,0.04718587175011635,0.0,3517219.0,0.02416301518678665,0.0,87091.0,0.33326613903045654,0.5407251119613647,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8885237574577332,0.04524087533354759,0.0,1174601.0,0.023143967613577843,0.0,27829.0,0.276476114988327,0.8518518209457397,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
3,0.8817376494407654,0.04718448966741562,3.0,3517203.0,0.024162311106920242,16.0,87088.0,0.23230823874473572,0.7061305046081543,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8889065384864807,0.04524370655417442,0.0,1174524.0,0.02314544841647148,77.0,27829.0,0.19558294117450714,0.8503323793411255,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
4,0.881381094455719,0.10646790266036987,62.0,1460720.0,0.056229401379823685,2056499.0,87029.0,0.16991420090198517,0.7533867359161377,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8882244825363159,0.1749897599220276,17.0,262229.0,0.09588988870382309,912372.0,27812.0,0.1477741301059723,0.8512820601463318,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
5,0.8810431957244873,0.17269183695316315,79.0,833611.0,0.09451425820589066,2683608.0,87012.0,0.13732117414474487,0.7168453335762024,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8879464268684387,0.17496724426746368,33.0,262103.0,0.09588167071342468,912498.0,27796.0,0.1233421266078949,0.8518518209457397,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
6,0.8806100487709045,0.17280147969722748,134.0,832390.0,0.0945856124162674,2684829.0,86957.0,0.12031375616788864,0.7305060029029846,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8874925374984741,0.17511649429798126,43.0,261728.0,0.0959746316075325,912873.0,27786.0,0.1107068806886673,0.8518518209457397,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
7,0.8803660273551941,0.17281702160835266,154.0,832088.0,0.0945969894528389,2685131.0,86937.0,0.11153430491685867,0.7505635023117065,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8873775601387024,0.17512013018131256,44.0,261711.0,0.09597714990377426,912890.0,27785.0,0.10418883711099625,0.8518518209457397,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
8,0.880286693572998,0.17281976342201233,156.0,832051.0,0.09459882974624634,2685168.0,86935.0,0.10696634650230408,0.715881884098053,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8874175548553467,0.17510458827018738,42.0,261760.0,0.09596715122461319,912841.0,27787.0,0.1002751961350441,0.8516619205474854,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
9,0.8802212476730347,0.17281487584114075,162.0,832016.0,0.09459652006626129,2685203.0,86929.0,0.10427350550889969,0.7594010233879089,0.9846799373626709,0.0,73.0,0.9698222279548645,0.0,2346.0,0.8872355222702026,0.17512305080890656,48.0,261664.0,0.09598023444414139,912937.0,27781.0,0.09813234210014343,0.8871794939041138,0.9829867482185364,0.0,27.0,0.9665427803993225,0.0,780.0
