epoch,frame_auc,frame_f1_score,frame_fn,frame_fp,frame_precision,frame_tn,frame_tp,loss,utt_auc,utt_f1_score,utt_fn,utt_fp,utt_precision,utt_tn,utt_tp,val_frame_auc,val_frame_f1_score,val_frame_fn,val_frame_fp,val_frame_precision,val_frame_tn,val_frame_tp,val_loss,val_utt_auc,val_utt_f1_score,val_utt_fn,val_utt_fp,val_utt_precision,val_utt_tn,val_utt_tp
0,0.0858059823513031,0.0007227447931654751,87805.0,14505.0,0.0025443541817367077,7107763.0,37.0,0.921179473400116,0.4522731900215149,0.659371018409729,1839.0,1176.0,0.31508445739746094,1283.0,541.0,0.08090946823358536,0.0,27078.0,0.0,0.0,2376292.0,0.0,0.8873506188392639,0.4535678029060364,0.6324713826179504,746.0,0.0,0.0,867.0,0.0
1,0.07690248638391495,0.0,87842.0,0.0,0.0,7122268.0,0.0,0.8935574293136597,0.46895021200180054,0.659371018409729,961.0,2190.0,0.39318370819091797,269.0,1419.0,0.08109410852193832,0.0,27078.0,0.0,0.0,2376292.0,0.0,0.8862058520317078,0.5,0.6324713826179504,746.0,0.0,0.0,867.0,0.0
2,0.08339902013540268,0.0,87842.0,0.0,0.0,7122268.0,0.0,0.8908470869064331,0.5400046110153198,0.659371018409729,1587.0,1036.0,0.4335702657699585,1423.0,793.0,0.08126990497112274,0.0,27078.0,0.0,0.0,2376292.0,0.0,0.886141836643219,0.5,0.6324713826179504,746.0,0.0,0.0,867.0,0.0
3,0.08008360862731934,0.0,87842.0,0.0,0.0,7122268.0,0.0,0.8901810050010681,0.49911248683929443,0.659371018409729,2380.0,0.0,0.0,2459.0,0.0,0.08129440993070602,0.0,27078.0,0.0,0.0,2376292.0,0.0,0.8841923475265503,0.6046009063720703,0.6324713826179504,746.0,0.0,0.0,867.0,0.0
4,0.08354195207357407,0.0,87842.0,0.0,0.0,7122268.0,0.0,0.889157235622406,0.5349483489990234,0.659371018409729,2380.0,0.0,0.0,2459.0,0.0,0.08319364488124847,0.0,27078.0,0.0,0.0,2376292.0,0.0,0.8838799595832825,0.7122686505317688,0.6324713826179504,746.0,0.0,0.0,867.0,0.0
